countryyearcode,SLE,countrycode,countryname,year,,region,regionname,incomelevel,incomelevelname,GRxGincSC2022,GRxGincSC2021,GDP per capita (constant 2015 US$),GRpcUNUWIDER 2022,GRpc UNU WIDER,Pop total,"Population ages 00-04, female","Population ages 00-04, male",Pop<5,"Population ages 15-19, female","Population ages 20-24, female","Population ages 25-29, female","Population ages 30-34, female","Population ages 35-39, female","Population ages 40-44, female","Population ages 45-49, female",Female Pop15-49,"Mortality rate, infant (per 1,000 live births)",INFANT SURVIVAL ,Number of infants surviving to 1yr,"Birth rate, crude (per 1,000 people)",Number of births,"Maternal mortality ratio (modeled estimate, per 100,000 live births)","Maternal survival per 100,000 live births",Maternal survival rate %,"Mortality rate, under-5 (per 1,000 live births)",U5 survival rate (per 1000 live births),U5 survival %,Number of children surviving to five ,Number of maternal deaths,Number of under-five deaths,"School life expectancy, primary and secondary, both sexes (years)",School percent,People using at least basic drinking water services (% of population),People using safely managed drinking water services (% of population),People using at least basic sanitation services (% of population),People using safely managed sanitation services (% of population),"Immunization, DPT (% of children ages 12-23 months)",Control of Corruption: Estimate,Government Effectiveness: Estimate,Political Stability and Absence of Violence/Terrorism: Estimate,Regulatory Quality: Estimate,Rule of Law: Estimate,Voice and Accountability: Estimate,Out of school: Primary school,Out of school: Lower school,Out of school: Upper school,In school: Primary school,In school: Lower school,In school: Upper school
OMN2016,12.8212,OMN,Oman,2016,1000,MEA,Middle East and North Africa,HIC,High income,,0,18459.22,,0,4479217,196300,207634,403934,114762,144703,188059,174469,128784,85348,61968,898093,9.6,990.4,90019.70556,20.292,90892.27136,19,"99,981",99.98,11.2,988.8,98.88,89874.27792,17,968,12.8212,75.41882353,90.6874,89.0364,99.3193,,99,0.339559,0.1916907,0.760053,0.6104661,0.4078831,-1.054357,0.06,0.02,0.08,0.94,0.98,0.92
OMN2017,12.5654,OMN,Oman,2017,1000,MEA,Middle East and North Africa,HIC,High income,,0,17774.45,,0,4665926,205274,218236,423510,115927,141593,185873,181817,137602,92692,65379,920883,9.6,990.4,91433.73972,19.786,92320.01184,19,"99,981",99.98,11.2,988.8,98.88,91286.0277,17,990,12.5654,73.91411765,91.1149,89.4749,99.3196,,99,0.2498263,0.1945709,0.7543823,0.422777,0.4349831,-1.061665,0.06,0.03,0.06,0.94,0.97,0.94
OMN2018,12.4912,OMN,Oman,2018,1000,MEA,Middle East and North Africa,HIC,High income,,0,17393.55,,0,4829476,213314,226577,439891,117321,137492,182775,188820,145492,100480,68878,941258,9.6,990.4,91783.15594,19.189,92672.81496,,,,11.1,988.9,98.89,91644.14672,,1003,12.4912,73.47764706,91.5231,89.8931,99.3198,,99,0.2470057,0.1844854,0.6477199,0.1731074,0.4649602,-1.044274,0.04,0.06,0.07,0.96,0.94,0.93
OMN2019,12.5375,OMN,Oman,2019,1000,MEA,Middle East and North Africa,HIC,High income,,0,16694.13,,0,4974992,219052,231060,450112,118902,132936,179767,194765,152843,108449,73039,960701,9.5,990.5,91227.05764,18.513,92102.0269,,,,11.1,988.9,98.89,91079.6944,,1005,12.5375,73.75,91.8883,90.2678,99.32,,99,0.4526003,0.2590411,0.5875344,0.2924988,0.5544669,-1.154326,0.03,0.07,0.07,0.97,0.93,0.93
OMN2020,0,OMN,Oman,2020,1000,MEA,Middle East and North Africa,HIC,High income,,0,15743.22,,0,5106622,221754,231912,453666,120871,128709,176828,199144,160324,116303,78151,980330,9.5,990.5,89943.29586,17.782,90805.9524,,,,11,989,98.9,89807.08693,,993,,,92.168,90.5572,99.3202,,99,0.2311826,0.1418495,0.3737737,0.4590778,0.6204309,-1.145927,0.03,0.08,0.08,0.97,0.92,0.92
OMN2021,,OMN,Oman,2021,1000,MEA,Middle East and North Africa,HIC,High income,,,,,,5223376,224957,241153,466110,126257,126955,168609,197832,168045,124148,84050,995896,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.02,0.08,0.1,0.98,0.92,0.9
PAK1980,3.65141,PAK,Pakistan,1980,1000,SAS,South Asia,LMC,Lower middle income,0.11052772,0.124400477,693.3505,76.63445021,86.25313271,78054346,6425123,6782849,13207972,3875345,3184264,2488732,2203042,2009686,1667309,1397892,16826270,124.6,875.4,2887574.01,42.26,3298576.662,,,,165.1,834.9,83.49,2753981.655,,520395,3.65141,21.47888235,,,,,2,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1981,3.70715,PAK,Pakistan,1981,1000,SAS,South Asia,LMC,Lower middle income,0.111227998,0.125188712,723.9133,80.51942701,90.62577348,80680461,6663637,7031862,13695499,4025545,3342470,2604544,2242383,2055943,1729836,1442097,17442818,123,877,2988836.481,42.241,3408023.353,,,,162.9,837.1,83.71,2852856.349,,529849,3.70715,21.80676471,,,,,3,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1982,3.75894,PAK,Pakistan,1982,1000,SAS,South Asia,LMC,Lower middle income,0.106002159,0.119307039,745.8076,79.05721594,88.9800961,83431597,6894230,7274090,14168320,4175217,3502784,2749916,2287094,2096378,1801330,1488109,18100828,121.4,878.6,3095878.949,42.234,3523650.068,,,,160.6,839.4,83.94,2957751.867,,539724,3.75894,22.11141176,,,,,5,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1983,3.92188,PAK,Pakistan,1983,1000,SAS,South Asia,LMC,Lower middle income,0.108116103,0.121686287,770.0176,83.25130189,93.70058304,86285936,7123013,7515299,14638312,4319857,3663196,2916498,2342570,2133041,1876002,1537007,18788171,119.8,880.2,3207625.035,42.234,3644200.221,,,,158.2,841.8,84.18,3067687.746,,549384,3.92188,23.06988235,,,,,15,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1984,3.98536,PAK,Pakistan,1984,1000,SAS,South Asia,LMC,Lower middle income,0.115444116,0.12993412,782.4706,90.33162658,101.6696291,89213708,7359072,7764275,15123347,4456399,3821317,3089881,2417260,2169660,1945014,1590815,19490346,118,882,3322851.805,42.229,3767405.675,,,,155.7,844.3,84.43,3180820.612,,558771,3.98536,23.44329412,,,,,23,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1985,4.12489,PAK,Pakistan,1985,1000,SAS,South Asia,LMC,Lower middle income,0.110313729,0.124159677,814.6839,89.87081897,101.1508898,92191505,7610047,8028208,15638255,4585000,3973896,3259819,2516612,2209368,2003038,1650365,20198098,116.2,883.8,3438733.475,42.204,3890850.277,,,,153.1,846.9,84.69,3295161.1,,567528,4.12489,24.26405882,,,,,30,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1986,4.15933,PAK,Pakistan,1986,1000,SAS,South Asia,LMC,Lower middle income,0.118948403,0.133878102,832.2087,98.98989547,111.4145209,95215375,7896640,8328024,16224664,4703491,4098880,3408328,2631036,2246387,2046885,1710502,20845509,114.3,885.7,3553761.337,42.14,4012375.903,,,,150.5,849.5,84.95,3408513.329,,575662,4.15933,24.46664706,,,,,34,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1987,4.29341,PAK,Pakistan,1987,1000,SAS,South Asia,LMC,Lower middle income,0.123691144,0.139216178,858.2305,106.1555123,119.4795701,98285762,8181707,8628352,16810059,4821688,4216557,3550019,2768444,2284473,2081641,1776617,21499439,112.5,887.5,3665433.579,42.021,4130066.005,,,,147.8,852.2,85.22,3519642.249,,582662,4.29341,25.25535294,,,,,36,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1988,4.33256,PAK,Pakistan,1988,1000,SAS,South Asia,LMC,Lower middle income,0.121049655,0.136243028,895.3965,108.387437,121.9915307,101389603,8461470,8924308,17385778,4942580,4328443,3684494,2920488,2330350,2110435,1843732,22160522,110.6,889.4,3772509.317,41.835,4241634.042,,,,145.1,854.9,85.49,3626172.942,,588671,4.33256,25.48564706,,,,,38,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1989,4.40029,PAK,Pakistan,1989,1000,SAS,South Asia,LMC,Lower middle income,0.127215535,0.143183003,911.7209,115.9850623,130.5429364,104512874,8727258,9205223,17932481,5071394,4437624,3812872,3074298,2393943,2138471,1904560,22833162,108.8,891.2,3872000.815,41.571,4344704.685,,,,142.5,857.5,85.75,3725584.267,,593354,4.40029,25.88405882,,,,,40,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1990,4.47199,PAK,Pakistan,1990,1000,SAS,South Asia,LMC,Lower middle income,0.129782216,0.146071734,924.6348,120.0011535,135.0630082,107647918,8975899,9466239,18442138,5212201,4546748,3935872,3221448,2480853,2169690,1954935,23521747,106.9,893.1,3963097.737,41.222,4437462.476,,,,139.7,860.3,86.03,3817548.968,,596133,4.47199,26.30582353,,,,,54,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1991,0,PAK,Pakistan,1991,1000,SAS,South Asia,LMC,Lower middle income,0.113805338,0.128089511,943.9818,107.4301679,120.9141676,110778655,9259444,9761284,19020728,5343776,4636328,4041110,3355510,2583539,2197635,1990568,24148466,104.9,895.1,4044058.815,40.784,4517996.666,,,,136.9,863.1,86.31,3899482.922,,596847,4.527790769230769,26.63406334923077,,,,,50,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1992,0,PAK,Pakistan,1992,1000,SAS,South Asia,LMC,Lower middle income,0.121856753,0.137151534,988.765,120.4876927,135.6106369,113911126,9484044,9995249,19479293,5495372,4725359,4138563,3484356,2710152,2227908,2018749,24800459,102.9,897.1,4114871.488,40.267,4586859.311,,,,134.1,865.9,86.59,3971761.477,,595393,4.583591538461539,26.96230316846154,,,,,42,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1993,0,PAK,Pakistan,1993,1000,SAS,South Asia,LMC,Lower middle income,0.123529723,0.139034536,978.8569,120.9179217,136.0949154,117086680,9665567,10186443,19852010,5667223,4819069,4230154,3607834,2852968,2267420,2042710,25487378,100.8,899.2,4178419.707,39.687,4646819.069,,,,131,869,86.9,4038085.771,,591725,4.639392307692308,27.29054298769231,,,,,37,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1994,0,PAK,Pakistan,1994,1000,SAS,South Asia,LMC,Lower middle income,0.118683131,0.133579597,987.8021,117.2354456,131.9502061,120362764,9827936,10363422,20191358,5857005,4925816,4319518,3726509,2999707,2326157,2067581,26222293,98.6,901.4,4237055.058,39.053,4700527.022,,,,127.8,872.2,87.22,4099799.669,,585802,4.6951930769230765,27.61878280692308,,,,,39,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1995,0,PAK,Pakistan,1995,1000,SAS,South Asia,LMC,Lower middle income,0.116769103,0.131425341,1008.225,117.7295292,132.5063148,123776835,9992531,10550429,20542960,6063283,5052889,4410137,3840461,3142417,2409975,2097330,27016492,96.2,903.8,4292992.196,38.375,4749936.043,,,,124.5,875.5,87.55,4158569.006,,577784,4.750993846153846,27.947022626153846,,,,,58,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1996,0,PAK,Pakistan,1996,1000,SAS,South Asia,LMC,Lower middle income,0.118497259,0.133370386,1027.435,121.7482309,137.0294022,127349293,10146531,10724910,20871441,6284267,5219193,4518397,3954535,3283399,2517566,2129058,27906415,93.8,906.2,4346111.978,37.66,4795974.374,,,,121.1,878.9,87.89,4215181.878,,568039,4.806794615384615,28.275262445384616,,,,,46,-1.22003,-0.6241546,-1.124412,-0.5100792,-0.6252896,-0.5968359,NaN,NaN,NaN,NaN,NaN,NaN
PAK1997,0,PAK,Pakistan,1997,1000,SAS,South Asia,LMC,Lower middle income,0.107300996,0.120768834,1008.492,108.2121959,121.7944027,131057432,10278034,10893098,21171132,6515858,5408745,4633887,4067256,3423643,2651900,2165838,28867127,91.4,908.6,4396269.579,36.919,4838509.332,,,,117.6,882.4,88.24,4269500.635,,557056,4.862595384615385,28.603502264615386,,,,,52,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK1998,0,PAK,Pakistan,1998,1000,SAS,South Asia,LMC,Lower middle income,0.109812124,0.123595134,1005.175,110.3804022,124.2347389,134843233,10392148,11054752,21446900,6756068,5615453,4758826,4178760,3560702,2803808,2212992,29886609,89,911,4442956.157,36.168,4877010.051,,,,114.2,885.8,88.58,4320055.503,,545095,4.918396153846154,28.931742083846153,,,,,54,-1.054056,-0.4645905,-1.12079,-0.4823398,-0.7557318,-0.544719,NaN,NaN,NaN,NaN,NaN,NaN
PAK1999,0,PAK,Pakistan,1999,1000,SAS,South Asia,LMC,Lower middle income,0.107161294,0.120611593,1013.543,108.6125791,122.2450355,138624625,10488532,11201308,21689840,7004168,5830468,4896685,4289739,3692442,2959047,2278653,30951202,86.7,913.3,4484886.339,35.424,4910638.716,,,,110.9,889.1,88.91,4366048.882,,533238,4.974196923076923,29.259981903076923,,,,,57,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAK2000,0,PAK,Pakistan,2000,1000,SAS,South Asia,LMC,Lower middle income,0.114472115,0.128840042,1029.113,117.8047417,132.5909621,142343583,10568505,11327840,21896345,7259243,6048006,5049276,4401049,3817543,3108098,2367340,32050555,84.6,915.4,4521846.565,34.703,4939749.361,286,"99,714",99.71,107.8,892.2,89.22,4407244.38,14000,521740,5.029997692307692,29.588221722307694,87.2084,37.4614,29.6496,,59,-0.8410398,-0.5973354,-1.103032,-0.7600321,-0.9287443,-1.220254,0.54,0.78,0.88,0.46,0.22,0.12
PAK2001,0,PAK,Pakistan,2001,1000,SAS,South Asia,LMC,Lower middle income,0.104779482,0.117930836,1039.156,108.882227,122.5485353,145978408,10647611,11463925,22111536,7511314,6256889,5206854,4504991,3929233,3246354,2472383,33128018,82.6,917.4,4555844.602,34.019,4966039.462,275,"99,725",99.73,105,895,89.5,4444605.318,14000,511228,5.085798461538461,29.91646154153846,87.397,37.5584,31.6877,,61,,,,,,,0.51,0.75,0.88,0.49,0.25,0.12
PAK2002,0,PAK,Pakistan,2002,1000,SAS,South Asia,LMC,Lower middle income,0.114614009,0.128999745,1039.784,119.1738123,134.1318704,149549695,10707371,11571753,22279124,7771794,6466373,5378236,4608859,4033354,3379070,2600017,34237703,80.9,919.1,4587568.737,33.376,4991370.62,264,"99,736",99.74,102.4,897.6,89.76,4480254.269,13000,501937,5.141599230769231,30.24470136076923,87.6053,37.6553,33.7199,,63,-0.9082966,-0.4066568,-1.640733,-0.780275,-0.7777725,-1.109006,0.47,0.72,0.86,0.53,0.28,0.14
PAK2003,5.1974,PAK,Pakistan,2003,1000,SAS,South Asia,LMC,Lower middle income,0.118620566,0.13350917,1074.394,127.4452244,143.4414507,153093371,10758420,11660835,22419255,8037032,6680244,5561302,4718079,4132764,3506050,2742814,35378285,79.3,920.7,4620582.479,32.781,5018553.795,254,"99,746",99.75,100.2,899.8,89.98,4515694.705,13000,493934,5.1974,30.57294118,87.8125,37.7518,35.7451,,66,-0.762178,-0.4030545,-1.548632,-0.7143597,-0.7742094,-1.170764,0.42,0.69,0.84,0.58,0.31,0.16
PAK2004,5.57284,PAK,Pakistan,2004,1000,SAS,South Asia,LMC,Lower middle income,0.111216387,0.125175657,1129.137,125.5785371,141.3404658,156664698,10817076,11746403,22563479,8300045,6905194,5752367,4839589,4231531,3627958,2889011,36545695,77.9,922.1,4657262.641,32.239,5050713.199,243,"99,757",99.76,98.1,901.9,90.19,4555238.234,12000,487300,5.57284,32.78141176,88.0187,37.848,37.7637,,68,-1.08252,-0.4629056,-1.58314,-0.9052928,-0.8769779,-1.142131,0.38,0.67,0.82,0.62,0.33,0.18
PAK2005,5.84735,PAK,Pakistan,2005,1000,SAS,South Asia,LMC,Lower middle income,0.107155341,0.120604897,1175.438,125.9544594,141.7635793,160304007,10897203,11842242,22739445,8555286,7145520,5949283,4977207,4332718,3745268,3030895,37736177,76.6,923.4,4700524.986,31.755,5090453.742,237,"99,763",99.76,96.3,903.7,90.37,4600243.047,12000,481834,5.84735,34.39617647,87.9513,37.7132,39.7753,,63,-1.053138,-0.4531181,-1.753717,-0.6401119,-0.8904083,-0.9762862,0.34,0.64,0.8,0.66,0.36,0.2
PAK2006,6.02873,PAK,Pakistan,2006,1000,SAS,South Asia,LMC,Lower middle income,0.110453654,0.124317199,1216.556,134.373055,151.2388347,164022626,10996538,11955126,22951664,8799153,7404585,6157549,5131019,4435083,3854846,3165393,38947628,75.4,924.6,4751664.486,31.332,5139156.918,222,"99,778",99.78,94.5,905.5,90.55,4653506.589,11000,477087,6.02873,35.46311765,88.109,37.5756,41.7847,,59,-0.8135825,-0.375228,-2.025916,-0.4835909,-0.8564096,-0.8864754,0.31,0.61,0.78,0.69,0.39,0.22
PAK2007,6.42975,PAK,Pakistan,2007,1000,SAS,South Asia,LMC,Lower middle income,0.120675447,0.135821977,1246.58,150.4315987,169.3129599,167808106,11118444,12066561,23185005,9031761,7675167,6370787,5302164,4539928,3959355,3296803,40175965,74.1,925.9,4810364.345,30.96,5195338.962,214,"99,786",99.79,92.7,907.3,90.73,4713731.04,11000,472736,6.42975,37.82205882,88.265,37.435,43.7792,,54,-0.8167263,-0.479456,-2.429894,-0.5329705,-0.8870074,-0.9498742,0.28,0.58,0.76,0.72,0.42,0.24
PAK2008,6.45112,PAK,Pakistan,2008,1000,SAS,South Asia,LMC,Lower middle income,0.114870849,0.129288821,1239.421,142.3733426,160.2432798,171648984,11259059,12182834,23441893,9249889,7950602,6591325,5487934,4651253,4060610,3424142,41415755,72.8,927.2,4875013.643,30.631,5257780.029,205,"99,795",99.8,90.9,909.1,90.91,4779847.824,11000,468680,6.45112,37.94776471,88.4195,37.2914,45.7585,,53,-0.8950734,-0.7237101,-2.572858,-0.5982134,-0.968671,-0.8384035,0.25,0.56,0.75,0.75,0.44,0.25
PAK2009,6.47459,PAK,Pakistan,2009,1000,SAS,South Asia,LMC,Lower middle income,0.120055696,0.135124439,1246.368,149.6335772,168.4147765,175525610,11409678,12310600,23720278,9449411,8221159,6823735,5683259,4774649,4161370,3546904,42660487,71.5,928.5,4944514.571,30.339,5325271.482,199,"99,801",99.8,89.1,910.9,91.09,4850789.793,11000,464547,6.47459,38.08582353,88.5722,37.1447,47.7226,,52,-1.069159,-0.8008026,-2.644811,-0.5784156,-0.8310665,-0.8557529,0.24,0.54,0.73,0.76,0.46,0.27
PAK2010,6.54825,PAK,Pakistan,2010,1000,SAS,South Asia,LMC,Lower middle income,0.122628424,0.138020082,1238.874,151.9211666,170.9894905,179424643,11566353,12456064,24022417,9627213,8479851,7069853,5884361,4913425,4263673,3664605,43902981,70.1,929.9,5019090.718,30.082,5397452.111,191,"99,809",99.81,87.1,912.9,91.29,4927334.032,10000,460081,6.54825,38.51911765,88.7234,36.9951,49.6721,,52,-1.087688,-0.7658637,-2.675933,-0.5967962,-0.7387066,-0.7986631,0.23,0.53,0.72,0.77,0.47,0.28
PAK2011,6.39101,PAK,Pakistan,2011,1000,SAS,South Asia,LMC,Lower middle income,0.108694483,0.122337228,1245.737,135.4047396,152.4000109,183340168,11773941,12633697,24407638,9767106,8712907,7319362,6084565,5063030,4363641,3771965,45082576,68.6,931.4,5098984.15,29.86,5474537.416,180,"99,820",99.82,85,915,91.5,5009201.736,9900,455285,6.39101,37.59417647,88.873,36.8425,51.6071,,63,-1.076278,-0.817893,-2.810035,-0.6340992,-0.9018267,-0.8291994,0.23,0.51,0.71,0.77,0.49,0.29
PAK2012,6.44665,PAK,Pakistan,2012,1000,SAS,South Asia,LMC,Lower middle income,0.112431672,0.126543486,1262.299,141.9223877,159.7357163,187280125,11951111,12818340,24769451,9890299,8933603,7579364,6289428,5229458,4466145,3874935,46263232,67,933,5183784.824,29.667,5556039.468,173,"99,827",99.83,82.8,917.2,91.72,5095999.4,9600,450031,6.44665,37.92147059,89.0211,36.6869,53.5275,,64,-1.062848,-0.7780076,-2.677004,-0.7171134,-0.884176,-0.8435822,0.23,0.49,0.7,0.77,0.51,0.3
PAK2013,6.4887,PAK,Pakistan,2013,1000,SAS,South Asia,LMC,Lower middle income,0.128353238,0.144463439,1290.369,165.6230398,186.4111436,191260799,12110704,13010742,25121446,9999111,9138451,7842562,6501154,5409374,4574750,3974948,47440350,65.4,934.6,5271585.34,29.491,5640472.223,166,"99,834",99.83,80.6,919.4,91.94,5185850.162,9400,444618,6.4887,38.16882353,89.1673,36.5281,55.433,,65,-0.9561632,-0.7921309,-2.603302,-0.7003065,-0.856865,-0.7994806,0.23,0.48,0.69,0.77,0.52,0.31
PAK2014,6.81031,PAK,Pakistan,2014,1000,SAS,South Asia,LMC,Lower middle income,0.126982567,0.142920731,1322.721,167.962508,189.0442518,195305012,12275045,13213311,25488356,10095835,9323907,8098751,6723540,5597215,4694481,4074209,48607938,63.8,936.2,5360636.582,29.318,5725952.342,161,"99,839",99.84,78.3,921.7,92.17,5277610.273,9200,438721,6.81031,40.06064706,89.312,36.3663,57.3242,,69,-0.833827,-0.7555079,-2.401279,-0.6828627,-0.7604407,-0.7160239,0.22,0.48,0.68,0.78,0.52,0.32
PAK2015,7.11967,PAK,Pakistan,2015,1000,SAS,South Asia,LMC,Lower middle income,0.127737797,0.143770766,1356.668,173.2977809,195.0491972,199426953,12462875,13431093,25893968,10182669,9489038,8341283,6957866,5789559,4828526,4174614,49763555,62.1,937.9,5447426.912,29.124,5808110.579,154,"99,846",99.85,76,924,92.4,5366694.175,9000,432291,7.11967,41.88041176,89.455,36.2015,59.2013,,72,-0.8108425,-0.667757,-2.482708,-0.627013,-0.766732,-0.7220664,0.21,0.48,0.66,0.79,0.52,0.34
PAK2016,7.53456,PAK,Pakistan,2016,1000,SAS,South Asia,LMC,Lower middle income,,0,1402.088,,0,203631356,12682655,13697220,26379875,10249324,9633097,8575765,7205462,5987941,4975484,4271619,50898692,60.5,939.5,5526611.204,28.888,5882502.612,143,"99,857",99.86,73.8,926.2,92.62,5448373.919,8400,425462,7.53456,44.32094118,89.5964,36.0337,61.0643,,75,-0.8753213,-0.6534616,-2.483173,-0.6395842,-0.8045743,-0.699441,0.19,0.48,0.65,0.81,0.52,0.35
PAK2017,7.46077,PAK,Pakistan,2017,1000,SAS,South Asia,LMC,Lower middle income,,0,1434.13,,0,207906210,12905303,13944593,26849896,10307830,9755534,8794967,7462752,6190249,5138626,4370926,52020884,58.9,941.1,5595695.618,28.599,5945909.7,140,"99,860",99.86,71.6,928.4,92.84,5520182.565,8300,418020,7.46077,43.88688235,89.7361,35.8627,62.913,,75,-0.779681,-0.596828,-2.406306,-0.5919536,-0.7241798,-0.6934352,0.18,0.47,0.64,0.82,0.53,0.36
PAK2018,7.82433,PAK,Pakistan,2018,1000,SAS,South Asia,LMC,Lower middle income,,0,1491.351,,0,212228288,13121779,14169139,27290918,10367292,9858842,8995700,7723344,6398883,5315069,4476469,53135599,57.3,942.7,5651909.901,28.25,5995449.136,,,,69.5,930.5,93.05,5578765.421,,409549,7.82433,46.02547059,89.8748,35.6898,64.7517,,80,-0.785426,-0.6311114,-2.269401,-0.6377932,-0.6735412,-0.8190891,0.18,0.44,0.63,0.82,0.56,0.37
PAK2019,7.96093,PAK,Pakistan,2019,1000,SAS,South Asia,LMC,Lower middle income,,0,1497.987,,0,216565317,13308965,14359100,27668065,10439958,9948577,9176486,7978420,6619125,5500631,4594294,54257491,55.7,944.3,5693557.69,27.841,6029394.991,,,,67.3,932.7,93.27,5623616.708,,399894,7.96093,46.829,90.0125,35.764,66.5799,,84,-0.8666273,-0.6771356,-2.265187,-0.6441157,-0.6674315,-0.8628094,0.18,0.4,0.63,0.82,0.6,0.37
PAK2020,0,PAK,Pakistan,2020,1000,SAS,South Asia,LMC,Lower middle income,,0,1449.117,,0,220892331,13453556,14509296,27962852,10532903,10030306,9337097,8221159,6853394,5692604,4728045,55395508,54.2,945.8,5720019.767,27.379,6047811.13,,,,65.2,934.8,93.48,5653493.845,,389182,,,90.149,35.8389,68.3973,,77,-0.8403147,-0.5459959,-1.853356,-0.7166667,-0.6917597,-0.8801562,0.18,0.35,0.61,0.82,0.65,0.39
PAK2021,,PAK,Pakistan,2021,1000,SAS,South Asia,LMC,Lower middle income,,,1507.105,,,225199929,13614194,14674365,28288559,10629531,10101382,9480617,8449829,7096216,5885418,4869367,56512360,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.18,0.33,0.58,0.82,0.67,0.42
PAN1980,10.1156,PAN,Panama,1980,1000,LCN,Latin America and Caribbean,HIC,High income,0.251608187,0.255657341,5607.001,1410.767357,1433.470966,1978489,141164,147009,288173,107797,91756,75762,61975,51204,42164,34615,465273,35.2,964.8,58979.52949,30.898,61131.35312,,,,43.9,956.1,95.61,58447.68672,,2659,10.1156,59.50352941,,,,,47,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAN1981,9.93976,PAN,Panama,1981,1000,LCN,Latin America and Caribbean,HIC,High income,0.25153929,0.255611464,5979.736,1504.138545,1528.489071,2025965,141503,147584,289087,110485,94733,78542,64206,52951,43688,35866,480471,34.1,965.9,59320.848,30.314,61415.10301,,,,42.4,957.6,95.76,58811.10264,,2582,9.93976,58.46917647,,,,,78,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAN1982,9.81179,PAN,Panama,1982,1000,LCN,Latin America and Caribbean,HIC,High income,0.246395168,0.25039604,6154.407,1516.416144,1541.039139,2073748,142028,148445,290473,113022,97682,81377,66543,54717,45233,37168,495742,33.1,966.9,59694.03875,29.771,61737.55171,,,,40.9,959.1,95.91,59212.48584,,2504,9.81179,57.71641176,,,,,60,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAN1983,9.67222,PAN,Panama,1983,1000,LCN,Latin America and Caribbean,HIC,High income,0.262953122,0.267213115,5744.702,1510.587326,1535.059715,2121863,142755,149537,292292,115466,100593,84262,68989,56536,46799,38524,511169,32.1,967.9,60096.86755,29.262,62089.95511,,,,39.5,960.5,96.05,59637.40188,,2429,9.67222,56.89541176,,,,,60,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAN1984,9.7053,PAN,Panama,1984,1000,LCN,Latin America and Caribbean,HIC,High income,0.253563636,0.257686622,5768.588,1462.70415,1486.487957,2170330,143637,150696,294333,117902,103451,87187,71547,58460,48394,39924,526865,31,969,60536.28763,28.785,62472.94905,,,,38.1,961.9,96.19,60092.72969,,2355,9.7053,57.09,,,,,59,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
PAN1985,9.65374,PAN,Panama,1985,1000,LCN,Latin America and Caribbean,HIC,High income,0.259831557,0.264006287,5920.375,1538.300256,1563.016222,2219200,144642,151819,296461,120377,106241,90138,74211,60525,50024,41359,542875,30,970,60990.29579,28.333,62876.5936,,,,36.7,963.3,96.33,60569.02261,,2286,9.65374,56.78670588,,,,,73,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
